id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
410_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_443	C10H10O4	[M + H]+	C10H10O4	Shikimates and Phenylpropanoids	0.9989782571792603	Phenylpropanoids (C6-C3)	0.9995965361595154	Cinnamic acids and derivatives	0.9998581409454346	Coumaric acids and derivatives	0.9855107069015503	Coumaric acids and derivatives	0.9855107069015503	Hydroxycinnamic acids and derivatives	0.9936692118644714	Cinnamic acids and derivatives	0.9737191200256348	Phenylpropanoids and polyketides	0.9898344278335571	Organic compounds; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	443
411_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_444	C16H20O8	[M - H2O + H]+	C16H18O7	Shikimates and Phenylpropanoids	0.997454822063446	Phenylpropanoids (C6-C3)	0.9321564435958862	Cinnamic acids and derivatives	0.9598538279533386	Coumaric acids and derivatives	0.636151909828186	Coumaric acids and derivatives	0.636151909828186	Hydroxycinnamic acids and derivatives	0.5950161814689636	Cinnamic acids and derivatives	0.6711459159851074	Phenylpropanoids and polyketides	0.951649010181427	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Cinnamic acids and derivatives; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cinnamic acid esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	444
412_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_445	C16H20O9	[M - H2O + H]+	C16H18O8	Shikimates and Phenylpropanoids	0.9919779300689697	Phenylpropanoids (C6-C3)	0.9918825030326843	Cinnamic acids and derivatives	0.9866108894348145	Phenolic glycosides	0.2571831941604614	Glycosyl compounds	0.7823026180267334	Carbohydrates and carbohydrate conjugates	0.9899431467056274	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	445
413_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_446	C22H30O13	[M - H2O + H]+	C22H28O12	Shikimates and Phenylpropanoids	0.9986478686332703	Phenylpropanoids (C6-C3)	0.8336619734764099	Cinnamic acids and derivatives	0.8306605219841003	Coumaric acids and derivatives	0.9878309369087219	Coumaric acids and derivatives	0.9878309369087219	Hydroxycinnamic acids and derivatives	0.9936825037002563	Cinnamic acids and derivatives	0.9828833937644958	Phenylpropanoids and polyketides	0.997503936290741	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Tyrosols and derivatives; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	446
415_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_448	C30H38O15	[M + H]+	C30H38O15	Shikimates and Phenylpropanoids	0.9999397993087769	Phenylethanoids (C6-C2)	0.9287342429161072	Phenylethanoids	0.9194777607917786	Coumaric acids and derivatives	0.9997641444206238	Coumaric acids and derivatives	0.9997641444206238	Hydroxycinnamic acids and derivatives	0.999693751335144	Cinnamic acids and derivatives	0.9998511075973511	Phenylpropanoids and polyketides	0.9999721050262451	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Anisoles; Tyrosols and derivatives; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	448
416_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_449	C30H39NO15	[M + H]+	C30H39NO15	Shikimates and Phenylpropanoids	0.9751232266426086	Phenylpropanoids (C6-C3)	0.5351467132568359	Cinnamic acids and derivatives	0.49557775259017944	Coumaric acids and derivatives	0.997129499912262	Coumaric acids and derivatives	0.997129499912262	Hydroxycinnamic acids and derivatives	0.9992645382881165	Cinnamic acids and derivatives	0.9992696642875671	Phenylpropanoids and polyketides	0.9993487000465393	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	449
417_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_450	C36H37N3O9	[M + H]+	C36H37N3O9	Alkaloids	0.6178194284439087	Tyrosine alkaloids	0.3737766444683075	Isoquinoline alkaloids	0.09028056263923645	Coumaric acids and derivatives	0.6188786029815674	Coumaric acids and derivatives	0.6188786029815674	Hydroxycinnamic acids and derivatives	0.9725726246833801	Cinnamic acids and derivatives	0.9998821020126343	Phenylpropanoids and polyketides	0.9999510049819946	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Nitriles; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid amides; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	450
418_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_451	C13H20O	[M - H2O + H]+	C13H18	Terpenoids	0.9760535359382629	Apocarotenoids	0.925847589969635	Apocarotenoids(ε-)	0.9254146218299866	Sesquiterpenoids	0.5490671992301941			Sesquiterpenoids	0.5490671992301941	Prenol lipids	0.7559438943862915	Lipids and lipid-like molecules	0.7762487530708313	Organic compounds; Lipids and lipid-like molecules; Ketones; Aldehydes; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	451
419_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_452	C10H10O3	[M + H]+	C10H10O3	Shikimates and Phenylpropanoids	0.9983487129211426	Phenylpropanoids (C6-C3)	0.9994277358055115	Cinnamic acids and derivatives	0.9988730549812317	Hydroxycinnamic acids and derivatives	0.5891754627227783			Hydroxycinnamic acids and derivatives	0.5891754627227783	Cinnamic acids and derivatives	0.4932911992073059	Phenylpropanoids and polyketides	0.9572505950927734	Organic compounds; Cinnamaldehydes; Styrenes; Aldehydes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Alpha,beta-unsaturated aldehydes; Enals; Benzenoids; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	452
420_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_453	C14H18O5	[M - H2O + H]+	C14H16O4	Polyketides	0.7012283205986023	Coumarins	0.28116098046302795	Isocoumarins	0.16053836047649384	Benzopyrans	0.5014262795448303					Benzopyrans	0.5014262795448303	Organoheterocyclic compounds	0.9578573107719421	Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	453
421_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_454	C31H43NO16	[M + H]+	C31H43NO16	Alkaloids	0.9349735379219055	Tyrosine alkaloids	0.9407965540885925	Isoquinoline alkaloids	0.6390657424926758	Terpene glycosides	0.5242752432823181			Terpene glycosides	0.5242752432823181	Prenol lipids	0.15480108559131622	Lipids and lipid-like molecules	0.4983740448951721	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Phenol ethers; Benzenoids; Acetamides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	454
422_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_455	C31H40O16	[M + Na]+	C31H40O16	Shikimates and Phenylpropanoids	0.988044798374176	Flavonoids	0.8686254024505615	Flavonols	0.16380003094673157	O-methylated flavonoids	0.551590621471405			O-methylated flavonoids	0.551590621471405	Flavonoids	0.46394479274749756	Phenylpropanoids and polyketides	0.9474171996116638	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 1-benzopyrans; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	455
423_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_456	C13H20O	[M + H]+	C13H20O	Terpenoids	0.9219890832901001	Apocarotenoids	0.771052896976471	Apocarotenoids(ε-)	0.5562871694564819	Sesquiterpenoids	0.5806177258491516			Sesquiterpenoids	0.5806177258491516	Prenol lipids	0.7556449174880981	Lipids and lipid-like molecules	0.7086464762687683	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	456
424_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_457	C11H12O4	[M + H]+	C11H12O4	Shikimates and Phenylpropanoids	0.9902896285057068	Phenylpropanoids (C6-C3)	0.9975491166114807	Cinnamic acids and derivatives	0.9913282990455627	Coumaric acids and derivatives	0.5019287467002869	Coumaric acids and derivatives	0.5019287467002869	Hydroxycinnamic acids and derivatives	0.6293796300888062	Cinnamic acids and derivatives	0.5605099201202393	Phenylpropanoids and polyketides	0.9373171329498291	Organic compounds; Cinnamaldehydes; Styrenes; Coumaric acids and derivatives; Aldehydes; Alkyl aryl ethers; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Alpha,beta-unsaturated aldehydes; Enals; Benzenoids; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	457
425_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_458	C22H39NO11	[M - H2O + H]+	C22H37NO10	Polyketides	0.390421599149704	Linear polyketides	0.37329861521720886	Open-chain polyketides	0.5469024777412415	Alkyl glycosides	0.28240010142326355	Alkyl glycosides	0.28240010142326355	Fatty acyl glycosides	0.24753159284591675	Fatty Acyls	0.8412762880325317	Lipids and lipid-like molecules	0.8807868957519531	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Aldehydes; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; Polyols; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	458
426_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_459	C22H34O10	[M + Na]+	C22H34O10	Terpenoids	0.7426472902297974	Apocarotenoids	0.8264564871788025	Megastigmanes	0.6890432834625244	Terpene glycosides	0.5070332288742065			Terpene glycosides	0.5070332288742065	Prenol lipids	0.6656892895698547	Lipids and lipid-like molecules	0.8637712001800537	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Disaccharides; Sesquiterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	459
427_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_460	C13H16O4	[M - H2O + H]+	C13H14O3	Shikimates and Phenylpropanoids	0.9524039030075073	Phenylpropanoids (C6-C3)	0.51500004529953	Cinnamic acids and derivatives	0.38065674901008606	Naphthalenes	0.01101548783481121					Naphthalenes	0.01101548783481121	Benzenoids	0.9965261816978455	Organic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	460
428_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_461	C31H43N3O9	[M + H]+	C31H43N3O9	Alkaloids	0.7018998861312866	Pseudoalkaloids (transamidation)	0.1318080723285675	Pyrimidine nucleos(t)ides	0.04004746675491333	Glycosylamines	0.9492822885513306	Glycosyl compounds	0.993249773979187	Carbohydrates and carbohydrate conjugates	0.9996013045310974	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	461
429_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_462	C22H22O11	[M + H]+	C22H22O11	Shikimates and Phenylpropanoids	0.9999474287033081	Flavonoids	0.9846633672714233	Anthocyanidins	0.9741839170455933	Anthocyanidin-3-O-glycosides	0.9401261210441589	Flavonoid O-glycosides	0.9963065385818481	Flavonoid glycosides	0.9962638020515442	Flavonoids	0.9830769300460815	Phenylpropanoids and polyketides	0.9985920786857605	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Phenylpropanoids and polyketides; Primary alcohols; Organooxygen compounds; Flavonoids; Anthocyanidins; Flavonoid glycosides; Anthocyanins; Hexoses; Monosaccharides; Flavonoid O-glycosides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3'-O-methylated flavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Anthocyanidin-3-O-glycosides; 1-benzopyrans; Flavonoid-3-O-glycosides; Organic cations; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	462
430_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_463	C17H30O10	[M - H2O + H]+	C17H28O9	Fatty acids	0.8243638873100281	Fatty acyl glycosides	0.8589202761650085	Fatty acyl glycosides of mono- and disaccharides	0.9680846333503723	Saccharolipids	0.9905237555503845					Saccharolipids	0.9905237555503845	Lipids and lipid-like molecules	0.9852309226989746	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl-branched fatty acids; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	463
431_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_464	C17H32O11	[M - H2O + H]+	C17H30O10	Fatty acids	0.9793453216552734	Fatty acyl glycosides	0.951977550983429	Fatty acyl glycosides of mono- and disaccharides	0.9592386484146118	Saccharolipids	0.9728443026542664					Saccharolipids	0.9728443026542664	Lipids and lipid-like molecules	0.9942012429237366	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Hydroxy fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl-branched fatty acids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	464
432_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_465	C17H30O10	[M + Na]+	C17H30O10	Fatty acids	0.9583671689033508	Fatty acyl glycosides	0.7853456735610962	Fatty acyl glycosides of mono- and disaccharides	0.8804100751876831	Fatty acyl glycosides of mono- and disaccharides	0.5198203325271606	Fatty acyl glycosides of mono- and disaccharides	0.5198203325271606	Fatty acyl glycosides	0.47706252336502075	Fatty Acyls	0.8466073274612427	Lipids and lipid-like molecules	0.9314279556274414	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	465
433_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_466	C22H20O12	[M + H]+	C22H20O12	Shikimates and Phenylpropanoids	0.9999622106552124	Flavonoids	0.9976691603660583	Flavones	0.9860638380050659	Flavonoid-7-O-glucuronides	0.8466658592224121	Flavonoid O-glycosides	0.9969742298126221	Flavonoid glycosides	0.9971613883972168	Flavonoids	0.9958503246307373	Phenylpropanoids and polyketides	0.9994891881942749	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Sugar acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Flavonoids; Glucuronides; Hydroxy acids and derivatives; Pyranones and derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 6-O-methylated flavonoids; O-glucuronides; Flavonoid O-glucuronides; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-7-O-glycosides; Flavonoid-7-O-glucuronides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	466
