confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
395	1	1	2	2	0.14860111150993804	-16.94254455020833	0.9999999999999999	47.49531917757418	C8H10O3	[M - H2O + H]+	ZENOXNGFMSCLLL	InChI=1S/C8H10O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-4,9-10H,5H2,1H3	bmse000444	COC1=C(C=CC(=C1)CO)O	0.952714145	62348;58173720	HMDB:(32012);PubChem class - food;SuperNatural:(SN00043618);ZINC bio:(ZINC00164388);additional;MeSH:(62348);PubMed;NORMAN:(NS00018669);COCONUT:(CNP0268270);Natural Products:(UNPD135057);PubChem:(62348 58173720);YMDB Mine;CHEBI:(18353);PubChem class - bio and metabolites;KEGG:(C06317);PubChem class - safety and toxic;Biocyc:(VANILLYL-ALCOHOL)	34581817710	137.05992	166.9	274_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_293	293
396	1	1	1	1	0.1479191072752244	-79.17438168133698	0.8226130653266331	16.35507028060027	C5H11O8P	[M + K]+	FNZLKVNUWIIPSJ	InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)	xylulose-P	C(C(C(C(=O)CO)O)O)OP(=O)(O)O	-3.70000005	850;439184;439190;439399;4620163;5178181;5459820;21144996;21145006;23615403;23615404;42609826;42609827;101368053;134693297	HMDB:(618 868);SuperNatural:(SN00002225 SN00379753);ZINC bio:(ZINC01532567 ZINC30320708);additional;MeSH:(439184 439190 5459820 21144996 42609827);Plantcyc:(B-DGAL-HEX-1:5_6:A L-RIBULOSE-5-P L-XYLULOSE-5-P XYLULOSE-5-PHOSPHATE RIBULOSE-5P);PubMed;NORMAN:(NS00015244);COCONUT:(CNP0083326 CNP0198905);KNApSAcK:(19543);Natural Products:(UNPD10515);PubChem:(850 439184 439190 439399 4620163 5178181 5459820 21144996 21145006 23615403 23615404 42609826 42609827 101368053 134693297);CHEBI:(57737 16593 58121 17666 16332 58226 57829 17363);PubChem class - bio and metabolites;KEGG:(C01101 C00231 C00199 C03291);YMDB:(948 362);Biocyc:(L-RIBULOSE-5-P L-XYLULOSE-5-P XYLULOSE-5-PHOSPHATE RIBULOSE-5P)	20949374	268.98247	91.39	108_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_115	115
397	1	1	2	2	0.14771440108397393	-41.29008489037362	0.9999999999999999	81.1860499983618	C15H22	[M + H]+	MAEHOUIVWGFBMO	InChI=1S/C15H22/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h7-8,10H,3,5-6,9,11H2,1-2,4H3	null	CC1=CCCC(=C)C=CC(=C(C)C)CC1	4.82992125	""	COCONUT:(CNP0301176);Natural Products:(UNPD57220);KEGG Mine	8592064512	203.17937	240.18	481_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_527	527
398	1	1	1	2	0.14495370606292363	-216.23734019061973	0.9994974874371858	36.65721784560931	C15H25N5O3	[M + H]+	FBHWXSOQXQBXER	InChI=1S/C15H25N5O3/c1-10(2)21-6-12(7-22-11(3)4)23-9-20-8-18-13-5-17-15(16)19-14(13)20/h5,8,10-12H,6-7,9H2,1-4H3,(H2,16,17,19)	Rociclovir	CC(C)OCC(COC(C)C)OCN1C=NC2=CN=C(N=C21)N	1.44472373	65905	MeSH:(65905);PubChem:(65905);PubMed;PubChem class - drug	33554502	324.20148	209.37	408_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_440	440
399	1	1	2	2	0.1446337872238091	-78.51423385270485	0.9999999999999999	88.76582203308449	C8H12O5	[M - H2O + H]+	CMGTZMRSJJKAPM	InChI=1S/C8H12O5/c1-12-7(10)4-3-6(9)5-8(11)13-2/h3-5H2,1-2H3	Dimethyl 3-oxoadipate	COC(=O)CCC(=O)CC(=O)OC	-0.300000012	79561	NORMAN:(NS00033131);COCONUT:(CNP0306860);Natural Products:(UNPD68237);PubChem:(79561);SuperNatural:(SN00273952);PubMed	3440706	171.06545	103.27	122_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_129	129
400	1	1	1	1	0.14410379578003876	-257.81728080383823	0.8321608040201006	15.496421606178732	C26H24O11	[M - H2O + H]+	UPWRYBUKFGSKJO	InChI=1S/C26H24O11/c1-32-16-7-14-12(6-18(16)36-26-24(30)23(29)22(28)19(8-27)37-26)4-13-9-33-25(31)21(13)20(14)11-2-3-15-17(5-11)35-10-34-15/h2-7,19,22-24,26-30H,8-10H2,1H3	null	COC1=CC2=C(C3=C(COC3=O)C=C2C=C1OC4C(C(C(C(O4)CO)O)O)O)C5=CC6=C(C=C5)OCO6	1.79999995	14704577	COCONUT:(CNP0142413);Natural Products:(UNPD89806);PubChem:(14704577);SuperNatural:(SN00248629)	3178498	495.1286	311.68	546_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_606	606
401	1	1	2	5	0.14374670027730457	-676.226268366497	0.6175879396984925	58.9612021799938	C41H45N3O12	[M - H2O + H]+	FRQFGBRFXJZUFX	InChI=1S/C41H45N3O12/c45-20-33-36(50)37(51)38(52)40(56-33)55-32-17-28-25(16-31(32)48)26(18-41(12-4-1-5-13-41)27-6-2-3-7-30(27)47)35(39(53)54)44(28)34(49)11-9-22-8-10-29(46)23(14-22)15-24-19-42-21-43-24/h2-3,6-11,14,16-17,19,21,26,33,35-38,40,45-48,50-52H,1,4-5,12-13,15,18,20H2,(H,42,43)(H,53,54)	null	C1CCC(CC1)(CC2C(N(C3=CC(=C(C=C23)O)OC4C(C(C(C(O4)CO)O)O)O)C(=O)C=CC5=CC(=C(C=C5)O)CC6=CN=CN6)C(=O)O)C7=CC=CC=C7O	4.02635956	""	COCONUT:(CNP0239739)	2097152	754.29166	292.87	533_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_589	589
402	1	1	1	3	0.14255509951545375	-36.95283299060309	0.9869346733668343	15.9909698840199	C7H5BrO3	[M + H]+	IEJOONSLOGAXNO	InChI=1S/C7H5BrO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)	Oprea1_842232	C1=CC(=C(C=C1Br)C(=O)O)O	1.65943694	6972;54710961	NORMAN:(NS00039334);PubChem class - safety and toxic;PubChem:(6972 54710961);PubMed	67371074	216.95053	30.24	2_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_2	2
403	1	1	1	2	0.1410749328110766	-81.21788766335239	0.9974874371859295	13.041076123644736	C6H15O5PS2	[M + H]+	PZIRJMYRYORVIT	InChI=1S/C6H15O5PS2/c1-4-14(8,9)6-5-13-12(7,10-2)11-3/h4-6H2,1-3H3	Bayer 20315	CCS(=O)(=O)CCSP(=O)(OC)OC	-0.300000012	28213	NORMAN:(NS00015269);PubChem:(28213);CHEBI:(82118);ZINC bio:(ZINC02018209);additional;KEGG:(C18979);PubChem class - safety and toxic;Training Set;PubMed	67920226	263.01608	38.09	40_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_43	43
404	1	3	1	6	0.14106998610968602	-94.23239101262084	0.26733668341708544	9.944775476915467	C19H28O10	[M + Na]+	DWYFWLYCTOAXKY	InChI=1S/C19H28O10/c20-8-11-13(21)16(24)19(28-11)27-9-12-14(22)15(23)17(25)18(29-12)26-7-6-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2	null	C1=CC=C(C=C1)CCOC2C(C(C(C(O2)COC3C(C(C(O3)CO)O)O)O)O)O	-1.60000002	14682811	COCONUT:(CNP0242858);Natural Products:(UNPD137256);PubChem:(14682811);SuperNatural:(SN00273877)	3178498	439.15794	173.96	292_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_315	315
405	1	1	2	2	0.14078426184911713	-59.401675144614934	0.9999999999999999	71.85669568371955	C15H22O	[M + H]+	KOBSLTSXWKEUCB	InChI=1S/C15H22O/c1-9(2)13-8-14-10(3)5-6-12(14)11(4)7-15(13)16/h11-12H,5-8H2,1-4H3	null	CC1CC(=O)C(=C(C)C)CC2=C(CCC12)C	3.20000005	50922710;75582266	COCONUT:(CNP0179091);HMDB:(38201);Natural Products:(UNPD129909);PubChem:(50922710 75582266);SuperNatural:(SN00269674);PubChem class - bio and metabolites	19955722	219.17431	194.55	357_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_386	386
406	1	2	2	3	0.13974345402969796	-509.05004838644646	0.1919597989949749	34.21968110869122	C31H43N3O9	[M + H]+	KBZPPZIZWGKYKE	InChI=1S/C31H43N3O9/c1-8-9-10-11-12-32-29(35)22-19-33(30(36)20-15-23(38-2)27(42-6)24(16-20)39-3)13-14-34(22)31(37)21-17-25(40-4)28(43-7)26(18-21)41-5/h15-18,22H,8-14,19H2,1-7H3,(H,32,35)	1,4-Bis(3,4,5-trimethoxybenzoyl)-N-hexyl-2-piperazinecarboxamide	CCCCCCNC(=O)C1CN(CCN1C(=O)C2=CC(=C(C(=C2)OC)OC)OC)C(=O)C3=CC(=C(C(=C3)OC)OC)OC	3.9000001	3075976	PubChem:(3075976);PubChem class - safety and toxic	67108866	602.30213	215.42	428_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_461	461
407	1	1	2	2	0.13950487069883669	-294.4824171003982	0.9984924623115576	71.18838459370173	C17H27N5O5	[M - H2O + H]+	SKARDXJHJXIKII	InChI=1S/C17H27N5O5/c1-8-13(23)19-9(2)15(25)21-11(4)17(27)22-7-5-6-12(22)16(26)20-10(3)14(24)18-8/h8-12H,5-7H2,1-4H3,(H,18,24)(H,19,23)(H,20,26)(H,21,25)	null	CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)C)C)C	-1.0	101705214;100934852	MeSH:(100934852);PubChem:(101705214 100934852);PubMed	70	364.19662	184.86	323_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_350	350
408	1	1	2	2	0.13944351717673756	-64.31513060159308	0.9999999999999999	93.23739863504143	C13H18O	[M + H]+	NSFWSHKUSWODJO	InChI=1S/C13H18O/c1-5-6-7-11-10(2)12(14)8-9-13(11,3)4/h5-7H,1,8-9H2,2-4H3	3-(1,3-Butadienyl)-2,4,4-trimethylcyclohex-2-en-1-one	CC1=C(C(CCC1=O)(C)C)C=CC=C	3.0999999	642506;3020064	NORMAN:(NS00059898);COCONUT:(CNP0159506);Natural Products:(UNPD19236);PubChem:(642506 3020064)	2392066	191.14309	258.02	513_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_562	562
409	1	1	2	2	0.13906625037671247	-283.1482931353049	0.9974874371859296	85.7413555148262	C16H23N5O6	[M - H2O + H]+	VYRAJOITMBSQSE	InChI=1S/C16H23N5O6/c1-8(4-22)2-3-17-14-10-15(19-6-18-14)21(7-20-10)16-13(26)12(25)11(24)9(5-23)27-16/h2,6-7,9,11-13,16,22-26H,3-5H2,1H3,(H,17,18,19)	trans-Zeatin glucoside	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(C(O3)CO)O)O)O)CO	-1.53666103	9842892;25243916;25244554;57369721;53399083;53481386;101921807;131753125	HMDB:(12202 41369);SuperNatural:(SN00259941);ZINC bio:(ZINC12956064);additional;Plantcyc:(CPD-4613 CPD-4619);PubMed;COCONUT:(CNP0191331);Natural Products:(UNPD141848);PubChem:(9842892 25243916 25244554 57369721 53399083 53481386 101921807 131753125);CHEBI:(133210 72607 72609 133208);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-4613 CPD-4619)	20637802	364.16043	88.28	97_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_103	103
410	1	1	2	2	0.13876920264528728	-42.28948127157972	0.9999999999999999	67.16471967630771	C15H22	[M + H]+	MAEHOUIVWGFBMO	InChI=1S/C15H22/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h7-8,10H,3,5-6,9,11H2,1-2,4H3	null	CC1=CCCC(=C)C=CC(=C(C)C)CC1	4.82992125	""	COCONUT:(CNP0301176);Natural Products:(UNPD57220);KEGG Mine	8592064512	203.17947	285.85	530_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_584	584
411	1	1	2	2	0.13844734062887873	-58.39722579618792	0.9999999999999999	92.12713013358206	C9H10O2	[M + H]+	GEVILTWPAPSGDK	InChI=1S/C9H10O2/c1-6-7(2)9(11)4-3-8(6)5-10/h3-5,11H,1-2H3	Benzaldehyde, 4-hydroxy-2,3-dimethyl-	CC1=C(C=CC(=C1C)O)C=O	2.12016702	14694998	PubChem:(14694998);PubChem class - safety and toxic	67108866	151.0754	201.41	376_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_406	406
412	1	1	1	2	0.13714385473988824	-207.97510929942788	0.8055276381909549	13.867680826972686	C34H42O10	[M - H2O + H]+	ALVBKAVOAAMXPJ	InChI=1S/C34H42O10/c1-8-25(37)44-27-19(4)16-34(39)26(27)29(41-20(5)35)33-17-40-32(7,31(34)42-21(6)36)28(33)23(18(2)3)14-15-24(33)43-30(38)22-12-10-9-11-13-22/h9-15,19,23-24,26-29,31,39H,2,8,16-17H2,1,3-7H3	null	CCC(=O)OC1C(CC2(C1C(C34COC(C3C(C=CC4OC(=O)C5=CC=CC=C5)C(=C)C)(C2OC(=O)C)C)OC(=O)C)O)C	4.5	101683629	COCONUT:(CNP0249169);Natural Products:(UNPD178144);PubChem:(101683629);SuperNatural:(SN00351798)	3178498	593.27592	577.18	620_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_746	746
413	1	1	2	2	0.13713110142151902	-181.84996958901507	0.9999999999999999	82.2800232621642	C14H25N5O6	[M - H2O + H]+	KFAHJBXSCMRXIA	InChI=1S/C14H25N5O6/c1-6(16-10(20)5-15)11(21)17-7(2)12(22)18-8(3)13(23)19-9(4)14(24)25/h6-9H,5,15H2,1-4H3,(H,16,20)(H,17,21)(H,18,22)(H,19,23)(H,24,25)	Epitope ID:159305	CC(C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)O)NC(=O)CN	-4.4000001	22062751;53477616;71351252	PubChem:(22062751 53477616 71351252);PubMed;CHEBI:(63134)	98	342.17633	143.68	215_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_227	227
414	1	2	2	3	0.1365210182732378	-116.18290700728792	0.014070351758793972	4.025994088264927	C3H3ClN2O2S2	[M + H]+	OJHNOEXAECSREP	InChI=1S/C3H3ClN2O2S2/c1-10(7,8)3-5-2(4)9-6-3/h1H3	ACMC-20lfwc	CS(=O)(=O)C1=NSC(=N1)Cl	1.29999995	2761287	PubChem:(2761287);PubChem class - safety and toxic	67108866	198.93997	30.24	1_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_1	1
415	1	2	1	3	0.13449825718053765	-213.23777106012076	0.04824120603015076	56.785196992379454	C18H33N5O4	[M + Na]+	QZQBDQTYFDOVNN	InChI=1S/C18H33N5O4/c1-11(2)15(16(20)25)22-17(26)14-8-6-10-23(14)18(27)13(21-12(3)24)7-4-5-9-19/h11,13-15H,4-10,19H2,1-3H3,(H2,20,25)(H,21,24)(H,22,26)	1-(2-acetamido-6-aminohexanoyl)-N-(1-amino-3-methyl-1-oxobutan-2-yl)pyrrolidine-2-carboxamide	CC(C)C(C(=O)N)NC(=O)C1CCCN1C(=O)C(CCCCN)NC(=O)C	-0.604422092	9209048;9209049;9864830;13892784;70905369;124224305;129362693;129362694;129362695	MeSH:(9209049);PubChem:(9209048 9209049 9864830 13892784 70905369 124224305 129362693 129362694 129362695);PubMed	70	406.24378	161.3	261_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_279	279
416	1	1	1	3	0.1344972721438892	-577.6582031295583	0.9723618090452262	84.01891891294454	C21H29N5O8	[M + H]+	IFAOJWCXOQHSQT	InChI=1S/C21H29N5O8/c1-11(2)18(21(32)24-14-5-7-15(8-6-14)26(33)34)25-20(31)13(4)23-19(30)12(3)22-16(27)9-10-17(28)29/h5-8,11-13,18H,9-10H2,1-4H3,(H,22,27)(H,23,30)(H,24,32)(H,25,31)(H,28,29)	N-Succinyl-Ala-Ala-Val p-nitroanilide	CC(C)C(C(=O)NC1=CC=C(C=C1)[N+](=O)[O-])NC(=O)C(C)NC(=O)C(C)NC(=O)CCC(=O)O	0.600000024	5003687;20833159;124524714;124524715;124820971	NORMAN:(NS00054211);PubChem:(5003687 20833159 124524714 124524715 124820971);PubMed;ZINC bio:(ZINC13523009 ZINC39949177 ZINC39949178 ZINC39949179 ZINC39949180)	270402	480.20752	119.92	173_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_185	185
417	1	3	2	5	0.13380190555920854	-198.96354473371778	0.2597989949748744	22.179805223044468	C6H9N4O5P	[M + H]+	BSDBYSKGESWCFF	InChI=1S/C6H9N4O5P/c1-14-16(13,15-2)6-4(10(11)12)5(7)8-3-9-6/h3H,1-2H3,(H2,7,8,9)	5-25-18-00377 (Beilstein Handbook Reference)	COP(=O)(C1=NC=NC(=C1[N+](=O)[O-])N)OC	-0.300000012	3055774	PubChem:(3055774);PubChem class - safety and toxic	67108866	249.03642	36.06	25_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_25	25
418	1	2	2	4	0.13342694301201732	-131.4724746910539	0.12814070351758794	22.02556422415765	C21H29NO12	[M + H]+	AQZGCBZHOHPZPO	InChI=1S/C21H29NO12/c1-30-11-6-9(4-5-22)2-3-10(11)32-21-19(29)17(27)15(25)13(34-21)8-31-20-18(28)16(26)14(24)12(7-23)33-20/h2-3,6,12-21,23-29H,4,7-8H2,1H3	null	COC1=C(C=CC(=C1)CC#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O	-1.94161582	""	COCONUT:(CNP0326160);Natural Products:(UNPD89120)	2129920	488.17649	190.7	346_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_375	375
419	1	1	2	2	0.13332859644904158	-125.39645466845604	0.9999999999999999	72.95209223300532	C28H46O3	[M + H]+	MBUIFNPNESWHQQ	InChI=1S/C28H46O3/c1-5-6-8-21(14-16-29)19(2)25-12-13-26-22(9-7-15-28(25,26)4)10-11-23-17-24(30)18-27(31)20(23)3/h10-11,19,21,24-27,29-31H,3,5-9,12-18H2,1-2,4H3	null	CCCCC(CCO)C(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C	6.0	9802785;25231493;25231494;25233769	PubChem:(9802785 25231493 25231494 25233769);PubMed;PubChem class - bio and metabolites	16777282	431.35223	717.75	652_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_824	824
420	1	1	1	2	0.1331388590214416	-494.3653581991596	0.9999999999999999	74.46256866453916	C20H33NO5S	[M + H]+	LOAHNMPTABYMCW	InChI=1S/C20H33NO5S/c1-3-26-20(22)12-10-8-6-4-5-7-9-11-17-21-27(23,24)19-15-13-18(25-2)14-16-19/h13-16,21H,3-12,17H2,1-2H3	ethyl 11-[(4-methoxyphenyl)sulfonylamino]undecanoate	CCOC(=O)CCCCCCCCCCNS(=O)(=O)C1=CC=C(C=C1)OC	4.80000019	3070109	PubChem:(3070109);PubChem class - safety and toxic	67108866	400.21776	168.71	280_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_300	300
421	1	1	2	2	0.13233790714166155	-282.95213137738523	0.9964824120603015	82.17740704677142	C16H23N5O6	[M - H2O + H]+	VYRAJOITMBSQSE	InChI=1S/C16H23N5O6/c1-8(4-22)2-3-17-14-10-15(19-6-18-14)21(7-20-10)16-13(26)12(25)11(24)9(5-23)27-16/h2,6-7,9,11-13,16,22-26H,3-5H2,1H3,(H,17,18,19)	trans-Zeatin glucoside	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(C(O3)CO)O)O)O)CO	-1.53666103	9842892;25243916;25244554;57369721;53399083;53481386;101921807;131753125	HMDB:(12202 41369);SuperNatural:(SN00259941);ZINC bio:(ZINC12956064);additional;Plantcyc:(CPD-4613 CPD-4619);PubMed;COCONUT:(CNP0191331);Natural Products:(UNPD141848);PubChem:(9842892 25243916 25244554 57369721 53399083 53481386 101921807 131753125);CHEBI:(133210 72607 72609 133208);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-4613 CPD-4619)	20637802	364.16063	103.54	129_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_137	137
422	1	2	1	3	0.13029221339033564	-431.93228202189255	0.012060301507537688	22.252478517971884	C32H45N3O10	[M + K]+	VYEAAAIUPVSYGH	InChI=1S/C32H45N3O10/c1-19(32(2,3)4)33-31(38)45-18-22-17-34(29(36)20-13-23(39-5)27(43-9)24(14-20)40-6)11-12-35(22)30(37)21-15-25(41-7)28(44-10)26(16-21)42-8/h13-16,19,22H,11-12,17-18H2,1-10H3,(H,33,38)	[1,4-bis(3,4,5-trimethoxybenzoyl)piperazin-2-yl]methyl N-(3,3-dimethylbutan-2-yl)carbamate	CC(C(C)(C)C)NC(=O)OCC1CN(CCN1C(=O)C2=CC(=C(C(=C2)OC)OC)OC)C(=O)C3=CC(=C(C(=C3)OC)OC)OC	4.0999999	3075908	PubChem class - safety and toxic;PubChem:(3075908);PubMed	67108930	670.26952	235.3	472_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_515	515
423	1	1	1	2	0.12997671736224686	-505.1619048306503	0.9989949748743717	76.02496120316967	C20H33NO5S	[M + H]+	LOAHNMPTABYMCW	InChI=1S/C20H33NO5S/c1-3-26-20(22)12-10-8-6-4-5-7-9-11-17-21-27(23,24)19-15-13-18(25-2)14-16-19/h13-16,21H,3-12,17H2,1-2H3	ethyl 11-[(4-methoxyphenyl)sulfonylamino]undecanoate	CCOC(=O)CCCCCCCCCCNS(=O)(=O)C1=CC=C(C=C1)OC	4.80000019	3070109	PubChem:(3070109);PubChem class - safety and toxic	67108866	400.21751	164.42	272_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_291	291
424	1	4	1	3	0.12871711510404055	-180.37509813554124	0.0934673366834171	122.24217193274994	C37H62O5	[M + Na]+	DJCGWFGVVMXSPO	InChI=1S/C37H62O5/c1-3-5-7-9-11-13-15-16-17-18-19-20-22-24-26-28-30-32-37(40)42-35(33-38)34-41-36(39)31-29-27-25-23-21-14-12-10-8-6-4-2/h10-13,16-17,19-20,24,26,35,38H,3-9,14-15,18,21-23,25,27-34H2,1-2H3	Diacylglycerol(14:1n5/20:4n6)	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCC	11.1999998	53477989;134726878	COCONUT:(CNP0177505);HMDB:(7054);PubChem:(53477989 134726878);SuperNatural:(SN00216894);CHEBI:(86977);PubChem class - bio and metabolites	19922986	609.45133	523.94	609_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_694	694
425	1	1	2	4	0.12746576054382774	-175.54429442687427	0.7653266331658292	94.1817766329591	C18H27NO11	[M + H]+	VKYWQQIUMKKPIN	InChI=1S/C18H27NO11/c1-7-10(21)12(23)14(25)16(28-7)27-5-9-11(22)13(24)15(26)17(29-9)30-18(6-19)3-2-8(20)4-18/h2-3,7-17,20-26H,4-5H2,1H3	Epipassibiflorin	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(CC(C=C3)O)C#N)O)O)O)O)O)O	-4.0	176644;71430833	COCONUT:(CNP0270749);Natural Products:(UNPD4160 UNPD107522 UNPD183148 UNPD168719);PubChem:(176644 71430833)	2129922	434.16623	151.63	229_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_241	241
426	1	4	1	5	0.12730472809912344	-87.40308419438287	0.01306532663316583	17.511997128202438	C17H16O6	[M + Na]+	MGAMNVYDDRRLAR	InChI=1S/C17H16O6/c1-22-12-8-15(21)17(16(9-12)23-2)13(19)6-4-10-3-5-11(18)7-14(10)20/h3-9,18,20-21H,1-2H3	null	COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=C(C=C(C=C2)O)O)O	3.0999999	118725712	COCONUT:(CNP0078890);HMDB:(132895);PubChem:(118725712);PubMed;PubChem class - bio and metabolites	18874442	339.08348	107.89	150_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_161	161
427	1	1	2	2	0.1270339037266872	-26.568936736042705	0.9999999999999999	40.03717752763443	C15H18O8	[M - H2O + H]+	GVRIYIMNJGULCZ	InChI=1S/C15H18O8/c16-7-10-12(19)13(20)14(21)15(23-10)22-9-4-2-1-3-8(9)5-6-11(17)18/h1-6,10,12-16,19-21H,7H2,(H,17,18)	Melilotoside	C1=CC=C(C(=C1)C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O	-0.391159326	101800;5117619;5280759;5316113;6275271;15560466;22524167;25202776;25796113;40473153;56612793;59950525;90790769;91501158	HMDB:(33581 60077);SuperNatural:(SN00006891 SN00389835 SN00321026 SN00020472);ZINC bio:(ZINC04096644 ZINC13540313);additional;Plantcyc:(CPD-459 CPD-7417);PubMed;COCONUT:(CNP0042952 CNP0356741);Natural Products:(UNPD147115 UNPD230548 UNPD139208);PubChem:(101800 5117619 5280759 5316113 6275271 15560466 22524167 25202776 25796113 40473153 56612793 59950525 90790769 91501158);CHEBI:(62251 62223 58181 17531);PubChem class - bio and metabolites;KEGG:(C05839 C05158);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-7417 CPD-459)	87746922	309.09668	171.94	286_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_309	309
428	1	3	1	5	0.12442644962008305	-60.21386678537509	0.4065326633165829	68.83116815779628	C37H62O5	[M + Na]+	VGOGKJZBRRLKDX	InChI=1S/C37H62O5/c1-3-5-7-9-11-13-15-17-18-20-21-23-25-27-29-31-36(39)41-34-35(33-38)42-37(40)32-30-28-26-24-22-19-16-14-12-10-8-6-4-2/h5,7,11,13-14,16-18,21,23,35,38H,3-4,6,8-10,12,15,19-20,22,24-34H2,1-2H3	Diacylglycerol(18:4/16:1)	CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCC=CCC=CCC=CCC=CCC	11.1999998	53478160;134772970	COCONUT:(CNP0053942);HMDB:(7331);PubChem:(53478160 134772970);SuperNatural:(SN00217166);PubChem class - bio and metabolites	19922954	609.45152	612.41	626_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_770	770
429	1	2	2	4	0.1237831673736201	-151.73423577474045	0.010050251256281409	65.81575749990064	C16H23N5O6	[M + H]+	VYRAJOITMBSQSE	InChI=1S/C16H23N5O6/c1-8(4-22)2-3-17-14-10-15(19-6-18-14)21(7-20-10)16-13(26)12(25)11(24)9(5-23)27-16/h2,6-7,9,11-13,16,22-26H,3-5H2,1H3,(H,17,18,19)	trans-Zeatin glucoside	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(C(O3)CO)O)O)O)CO	-1.53666103	9842892;25243916;25244554;57369721;53399083;53481386;101921807;131753125	HMDB:(12202 41369);SuperNatural:(SN00259941);ZINC bio:(ZINC12956064);additional;Plantcyc:(CPD-4613 CPD-4619);PubMed;COCONUT:(CNP0191331);Natural Products:(UNPD141848);PubChem:(9842892 25243916 25244554 57369721 53399083 53481386 101921807 131753125);CHEBI:(133210 72607 72609 133208);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-4613 CPD-4619)	20637802	382.17077	86.98	85_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_88	88
